filtro,tecnologia,mse,snr_db,amplitud_objetivo,residuo_no_deseado
pasa_bajos,FIR,0.023807419607156453,13.22257677856059,1.0134792302465172,1.2227396027635854e-08
pasa_bajos,IIR Butterworth,0.023895885000770327,13.206468847822572,1.0083695073882304,0.0013849455963126222
pasa_altos,FIR,0.11548926509857738,0.3436839523114821,0.4941716547203732,7.987448130456529e-10
pasa_altos,IIR Butterworth,0.10997617760179887,0.5561139200021086,0.4931166500563157,0.00757394988430297
pasa_bandas,FIR,0.022219328997046615,10.424351448487993,0.6859967059926102,1.6200584033825464e-07
pasa_bandas,IIR Butterworth,0.02525710209699087,9.86782564569742,0.6859958343827427,1.6218175063296417e-07
